set235_color;15;8;0;60.2294;54;61;194;61;54;342;194;342
set235_color;16;8;0;56.9986;63;70;188;70;63;321;188;321
set235_color;17;8;0;58.4206;71;71;202;71;71;336;202;336
set235_color;18;8;0;57.731;83;78;206;78;83;326;206;326
set235_color;19;8;0;60.5665;89;83;208;83;89;323;208;323
set235_color;20;8;0;59.4053;89;75;216;75;89;331;216;331
set235_color;21;8;0;60.1065;100;81;221;81;100;325;221;325
set235_color;22;8;0;58.278;109;84;228;84;109;323;228;323
set235_color;23;8;0;63.7676;113;88;227;88;113;318;227;318
set235_color;24;8;0;63.4841;119;89;232;89;119;316;232;316
set235_color;25;8;0;62.1128;123;91;236;91;123;317;236;317
set235_color;26;8;0;60.4791;133;102;241;102;133;319;241;319
set235_color;27;8;0;58.3032;139;105;245;105;139;321;245;321
set235_color;28;8;0;60.1336;144;109;250;109;144;323;250;323
set235_color;29;8;0;59.8942;146;109;256;109;146;332;256;332
set235_color;30;8;0;62.4097;150;110;260;110;150;333;260;333
set235_color;31;8;0;58.604;150;111;260;111;150;332;260;332
set235_color;32;8;0;59.7158;157;116;257;116;157;319;257;319
set235_color;33;8;0;61.847;158;115;262;115;158;324;262;324
set235_color;34;8;0;62.0581;167;130;262;130;167;321;262;321
set235_color;35;8;0;56.8864;175;136;263;136;175;314;263;314
set235_color;36;8;0;57.9984;178;144;262;144;178;314;262;314
set235_color;37;8;0;60.6299;169;133;265;133;169;327;265;327
set235_color;38;8;0;58.5653;169;133;265;133;169;327;265;327
set235_color;39;8;0;57.9153;163;126;266;126;163;333;266;333
set235_color;40;8;0;58.8368;163;126;266;126;163;333;266;333
set235_color;41;8;0;57.9253;166;128;266;128;166;328;266;328
set235_color;42;8;0;56.5419;169;131;264;131;169;321;264;321
set235_color;43;8;0;59.1099;172;136;262;136;172;318;262;318
set235_color;44;8;0;56.9439;174;145;258;145;174;316;258;316
set235_color;45;8;0;58.3646;175;146;259;146;175;316;259;316
set235_color;45;8;0;58.3646;226;169;301;169;226;321;301;321
set235_color;46;8;0;56.6361;175;149;258;149;175;317;258;317
set235_color;46;8;0;56.6361;227;172;300;172;227;317;300;317
set235_color;47;8;0;59.5782;176;148;259;148;176;314;259;314
set235_color;48;8;0;56.3227;176;149;258;149;176;313;258;313
set235_color;49;8;0;61.6909;176;152;256;152;176;314;256;314
set235_color;50;8;0;57.6555;178;153;257;153;178;314;257;314
set235_color;51;8;0;57.5477;174;149;257;149;174;317;257;317
set235_color;52;8;0;58.3325;171;150;255;150;171;319;255;319
set235_color;53;8;0;67.7342;167;154;251;154;167;325;251;325
set235_color;54;8;0;62.3261;167;154;251;154;167;324;251;324
set235_color;55;8;0;54.563;163;157;245;157;163;323;245;323
set235_color;56;8;0;62.4302;163;157;245;157;163;323;245;323
set235_color;57;8;0;61.3397;161;157;244;157;161;323;244;323
set235_color;58;8;0;60.8611;158;158;241;158;158;324;241;324
set235_color;59;8;0;59.717;158;158;240;158;158;322;240;322
set235_color;70;8;0;60.6094;158;157;237;157;158;318;237;318
set235_color;71;8;0;58.2146;158;156;240;156;158;321;240;321
set235_color;72;8;0;59.757;158;156;240;156;158;321;240;321
set235_color;73;8;0;55.6277;167;159;241;159;167;308;241;308
set235_color;74;8;0;59.9228;158;152;248;152;158;334;248;334
set235_color;75;8;0;59.3757;166;153;249;153;166;321;249;321
set235_color;76;8;0;65.2384;166;153;250;153;166;322;250;322
set235_color;77;8;0;67.5196;166;154;253;154;166;329;253;329
set235_color;78;8;0;67.0407;169;156;255;156;169;329;255;329
set235_color;79;8;0;62.5401;170;154;258;154;170;331;258;331
set235_color;80;8;0;72.7491;174;148;262;148;174;326;262;326
set235_color;81;8;0;64.8899;176;149;260;149;176;319;260;319
set235_color;82;8;0;75.79;175;145;263;145;175;323;263;323
set235_color;83;8;0;64.0044;175;144;263;144;175;322;263;322
set235_color;84;8;0;59.1097;178;141;269;141;178;324;269;324
set235_color;85;8;0;63.2027;178;144;266;144;178;321;266;321
set235_color;86;8;0;60.0597;179;144;265;144;179;317;265;317
set235_color;87;8;0;56.8675;179;140;267;140;179;318;267;318
set235_color;88;8;0;56.6522;179;144;265;144;179;317;265;317
set235_color;89;8;0;61.3679;174;137;269;137;174;327;269;327
set235_color;90;8;0;55.2478;175;139;266;139;175;322;266;322
set235_color;91;8;0;58.1258;170;132;265;132;170;326;265;326
set235_color;92;8;0;56.4448;167;132;263;132;167;326;263;326
set235_color;93;8;0;57.1495;166;130;265;130;166;329;265;329
set235_color;94;8;0;57.6549;165;130;264;130;165;329;264;329
set235_color;95;8;0;63.2591;165;130;262;130;165;326;262;326
set235_color;96;8;0;57.4156;162;135;258;135;162;329;258;329
set235_color;97;8;0;62.175;156;127;257;127;156;331;257;331
set235_color;98;8;0;59.1007;154;126;254;126;154;329;254;329
set235_color;99;8;0;59.5177;152;124;256;124;152;332;256;332
set235_color;101;8;0;60.3685;148;120;247;120;148;319;247;319
set235_color;102;8;0;61.4065;145;119;245;119;145;320;245;320
set235_color;103;8;0;58.8686;143;119;244;119;143;323;244;323
set235_color;104;8;0;60.7114;133;116;242;116;133;335;242;335
set235_color;105;8;0;55.2288;137;119;241;119;137;328;241;328
set235_color;106;8;0;60.1164;133;118;238;118;133;331;238;331
set235_color;107;8;0;55.9699;133;118;238;118;133;331;238;331
set235_color;108;8;0;57.0982;133;118;238;118;133;331;238;331
set235_color;109;8;0;55.1395;136;116;241;116;136;326;241;326
set235_color;110;8;0;56.7518;136;114;242;114;136;330;242;330
set235_color;115;8;0;56.2431;166;119;262;119;166;313;262;313
set235_color;124;8;0;70.9904;226;123;323;123;226;319;323;319
set235_color;128;8;0;73.4702;246;122;346;122;246;325;346;325
set235_color;129;8;0;72.0955;250;123;350;123;250;324;350;324
set235_color;130;8;0;70.1286;256;124;356;124;256;325;356;325
set235_color;131;8;0;66.4788;256;124;356;124;256;325;356;325
set235_color;132;8;0;65.8859;265;126;364;126;265;325;364;325
set235_color;133;8;0;75.9245;273;127;373;127;273;327;373;327
set235_color;185;8;0;56.3058;273;127;373;127;273;327;373;327
set235_color;188;8;0;55.9032;256;127;356;127;256;327;356;327
set235_color;189;8;0;60.7892;253;127;353;127;253;326;353;326
set235_color;190;8;0;55.9642;244;124;341;124;244;320;341;320
set235_color;191;8;0;55.3132;241;126;337;126;241;320;337;320
set235_color;192;8;0;56.424;239;124;339;124;239;324;339;324
set235_color;193;8;0;54.2436;235;127;332;127;235;323;332;323
set235_color;194;8;0;56.9549;230;126;329;126;230;323;329;323
set235_color;195;8;0;53.6119;226;124;325;124;226;323;325;323
set235_color;196;8;0;55.7668;214;118;319;118;214;327;319;327
set235_color;197;8;0;54.702;213;119;313;119;213;320;313;320
set235_color;198;8;0;59.1919;208;116;313;116;208;326;313;326
set235_color;199;8;0;56.1429;198;109;304;109;198;325;304;325
set235_color;201;8;0;58.3247;187;105;297;105;187;326;297;326
set235_color;202;8;0;56.087;176;98;295;98;176;338;295;338
set235_color;203;8;0;60.8285;172;97;290;97;172;335;290;335
set235_color;204;8;0;59.8793;171;100;283;100;171;325;283;325
set235_color;205;8;0;59.6752;162;100;277;100;162;334;277;334
set235_color;206;8;0;57.1706;153;98;268;98;153;330;268;330
